emp_no,first_name,last_name,hire_date,birth_date
460309,Lihong,Reinhart,1987-11-15,1955-04-13
460317,Fayez,Crabtree,1988-12-15,1955-05-29
460323,Tse,Erbe,1986-12-09,1954-09-10
460325,Manton,Ghelli,1985-08-02,1954-01-09
460331,Sham,Bierman,1987-10-17,1955-01-16
460335,Toney,Sethi,1987-10-22,1955-03-24
460340,Arun,Shanbhogue,1988-10-09,1952-12-24
460346,Stafford,Dalphin,1985-11-08,1954-04-01
460348,Utz,Alameldin,1987-11-23,1955-09-07
460351,Magy,Jiang,1988-02-11,1955-01-11
460355,Jeanna,Aloisi,1985-10-31,1955-10-15
460359,Elgin,Lundstrom,1988-10-12,1952-08-11
460361,Roddy,Vieth,1985-08-09,1952-04-27
460362,Fox,Baez,1985-06-27,1955-08-30
460368,Sudhanshu,Baik,1986-11-12,1954-08-08
460381,Atilio,Pietracaprina,1986-05-28,1955-06-26
460394,Aluzio,Rusmann,1988-02-24,1952-09-01
460395,Salvador,Rosar,1987-10-19,1954-03-12
460402,Holgard,Pehl,1986-04-08,1955-04-01
460404,Lunjin,Clouatre,1987-12-10,1954-03-10
460407,Sham,Gargeya,1986-02-27,1955-03-30
460419,Manton,Ecklund,1987-03-26,1955-02-03
460425,Inderjeet,Sidhu,1985-11-25,1953-03-18
460441,Hatim,Cesareni,1985-05-22,1955-11-21
460453,Jaideep,Schneeberger,1985-09-16,1955-12-23
460460,Roselyn,Rosen,1986-02-12,1952-07-18
460473,Gregory,Aingworth,1988-05-12,1954-02-09
460478,Masadi,Talmon,1987-12-03,1953-07-18
460487,Masamitsu,Delaune,1986-03-17,1953-10-06
460491,Xiaopeng,Birge,1987-04-14,1953-03-27
460497,Shugo,Domenig,1987-12-11,1953-03-14
460498,Jacopo,Ponthieu,1987-08-24,1955-06-06
460501,Khaled,Choobineh,1987-08-16,1954-06-22
460511,Hyuncheol,Ponthieu,1988-08-01,1955-02-16
460522,Dinkar,Weedman,1987-04-23,1954-04-23
460531,Satyanarayana,Lagarias,1988-06-11,1955-10-28
460545,Toney,Goldhammer,1988-07-08,1952-03-27
460549,Boriana,Pillow,1985-11-06,1955-07-16
460557,Jeong,Simmen,1987-07-10,1955-05-29
460564,Marie,Percebois,1987-08-20,1955-05-27
460568,Zhiwei,Schiettecatte,1986-05-25,1954-04-01
460576,Pascal,Arlazarov,1986-06-07,1952-10-09
460585,Geoffrey,Rissanen,1985-08-01,1955-01-19
460588,Chuanyi,DasSarma,1986-02-08,1955-03-20
460593,Sreenivas,Brattka,1985-11-08,1955-06-04
460613,Odysseas,Alpin,1985-06-27,1952-11-09
460619,Huei,Weedon,1988-09-30,1952-08-22
460623,Aiman,Barreiro,1987-03-11,1955-05-02
460643,Yechezkel,Schade,1988-02-01,1952-05-14
460652,Joydip,Back,1987-07-06,1953-07-01
460655,Alenka,Azuma,1988-03-30,1954-03-16
460660,Pranav,Azevdeo,1986-11-04,1955-03-12
460665,Masali,Weisert,1988-03-16,1953-04-18
460673,Houman,Zallocco,1985-10-19,1952-05-27
460693,Shuzo,Chenoweth,1987-04-20,1954-02-22
460696,Jinya,Byoun,1987-08-12,1954-06-03
460716,Shridhar,Birjandi,1988-01-18,1954-11-08
460723,Christfried,Pollock,1986-04-21,1954-07-20
460739,Yinlin,Wossner,1987-07-23,1954-10-25
460741,Pragnesh,Mitchem,1986-04-23,1955-01-07
460747,Gladys,Tibblin,1985-09-18,1955-05-01
460749,Uma,Taubenfeld,1985-05-30,1954-06-19
460750,Tadahiko,Narahari,1986-08-09,1952-09-11
460755,Werner,McClurg,1988-06-02,1952-11-10
460762,Cordelia,Lund,1985-11-13,1953-05-23
460766,Jaewon,Encarnacion,1986-11-19,1952-12-09
460797,Randi,Vecchio,1986-09-15,1954-11-02
460808,Sushant,Peek,1986-03-10,1953-06-03
460811,Basem,Rettelbach,1988-05-15,1952-05-27
460814,Sadegh,Birnbaum,1985-09-22,1952-09-27
460817,Ewing,Worfolk,1986-08-27,1953-11-03
460825,Minghong,Molenaar,1987-02-17,1953-09-08
460851,Uzi,Anily,1987-12-18,1952-04-09
460853,Guther,Stasinski,1986-02-18,1952-09-23
460854,Minghong,Pelc,1987-05-21,1954-10-18
460859,Duke,Sadowsky,1985-02-27,1954-03-07
460868,Ayonca,Gunderson,1986-06-13,1955-04-29
460871,Stein,Kilgore,1985-12-24,1955-03-10
460876,Vidar,Aingworth,1985-05-15,1952-08-31
460891,Emran,Zultner,1986-06-29,1953-07-03
460894,Hideyuki,Suppi,1986-05-15,1954-11-15
460897,Fei,Krohn,1985-07-30,1952-11-28
460902,Nimmagadda,Aamodt,1987-08-20,1953-08-30
460906,Danel,Besancenot,1986-04-21,1953-02-19
460913,Kwangho,Baer,1986-12-28,1952-06-07
460918,Noritoshi,McClure,1985-04-01,1954-10-04
460934,Utpal,Xiaoshan,1985-05-30,1952-07-27
460938,Foong,Koblitz,1988-11-11,1955-03-30
460951,Diederik,Worfolk,1985-05-18,1955-05-22
460956,Gad,Vieri,1985-09-23,1954-10-19
460972,Sadun,Ritcey,1985-10-17,1952-09-29
460978,Tse,Coors,1985-04-15,1955-05-14
460987,Visit,Smeets,1987-05-09,1953-10-19
460995,Heather,Borovoy,1988-01-01,1954-02-12
461000,Goncalo,Plesums,1988-11-11,1953-10-04
461002,Greger,Maksimenko,1987-12-26,1955-04-14
461005,Vugranam,Zaccaria,1987-03-12,1953-04-11
461006,Stafford,Petereit,1988-04-16,1955-06-03
461022,Munehiko,Krichel,1988-05-30,1952-02-26
461024,Abdulla,Stellhorn,1987-01-08,1954-07-15
461027,Raimond,Acton,1987-03-13,1952-06-19
461034,Divine,Bardell,1985-03-01,1954-03-23
461054,Slavian,Delgrange,1985-03-30,1955-12-27
461058,Vitali,Basawa,1987-12-26,1955-10-25
461061,Van,Awdeh,1986-03-06,1954-01-15
461062,Ennio,Eterovic,1986-12-16,1955-10-01
461066,Sanjeeva,Osgood,1987-07-29,1953-08-10
461081,Fumiya,Sambasivam,1988-12-17,1954-02-14
461082,Chikako,Kossowski,1985-02-12,1954-11-01
461091,Faiza,Marciano,1988-04-22,1955-02-25
461094,Sumant,Cardazo,1986-09-05,1954-04-30
461096,Alper,Zockler,1987-04-20,1953-03-14
461102,Zengping,Bhattacharjee,1988-08-02,1954-02-25
461118,Itzchak,Kaiser,1985-12-08,1955-08-17
461123,Jongsuk,Maraist,1986-10-12,1955-06-16
461131,Sachar,Liedekerke,1986-12-29,1955-02-25
461140,Khun,Ramsay,1985-11-02,1952-08-31
461144,Marla,Baar,1988-03-18,1955-12-17
461145,Filipp,Selenyi,1985-04-02,1955-11-18
461157,Fai,Kaiser,1986-01-14,1955-05-10
461158,Jenwei,Luef,1986-04-14,1954-07-05
461170,Yuichiro,Kusakabe,1987-11-24,1953-02-03
461178,Masasuke,Verhoeff,1988-01-04,1952-12-22
461181,Barton,Lunt,1987-04-19,1953-10-25
461184,Jayson,Openshaw,1988-11-19,1954-09-25
461185,Kerryn,Mungall,1985-08-29,1952-09-21
461210,Kish,Chleq,1985-06-04,1952-08-28
461212,KayLiang,Bultermann,1987-06-29,1952-09-26
461219,Martina,Ushiama,1986-09-08,1953-10-03
461225,Insup,Birrer,1985-06-28,1954-12-19
461226,Ugo,Iisaku,1985-12-04,1954-05-17
461242,Sigeru,Uhrig,1985-11-06,1955-02-11
461264,Anwar,Conte,1988-09-13,1953-02-03
461271,Constantijn,Erva,1986-06-16,1952-07-23
461285,Yefim,Pintelas,1988-04-07,1954-09-28
461291,Shigeichiro,Speek,1987-09-20,1954-11-22
461295,Insup,Bierman,1985-10-04,1954-05-14
461296,Phillip,Morton,1988-06-02,1953-10-14
461303,Badri,Simmen,1985-11-28,1955-12-07
461309,Nahum,Zaumen,1988-04-21,1952-11-17
461313,Mohamadou,Khamsi,1985-02-16,1955-11-23
461317,Leni,Chartres,1987-07-28,1955-12-04
461318,Fatemeh,Aamodt,1986-05-07,1955-04-14
461319,Kenton,Rotem,1987-09-22,1954-07-06
461325,Krassimir,Swab,1988-08-20,1955-01-20
461328,Mohit,McAffer,1986-12-30,1952-08-07
461347,Hisao,Chepyzhov,1987-07-22,1954-01-11
461358,Bernice,Boguraev,1985-12-30,1952-10-07
461364,Vasilii,Huttel,1986-05-30,1953-07-29
461373,Yonghoan,Collette,1985-06-20,1955-11-14
461378,Akemi,Schaft,1985-12-21,1954-12-21
461380,Jahangir,Yurek,1988-05-21,1954-11-30
461399,Kasturi,Journel,1987-03-15,1955-01-31
461400,Oddvar,Ouhyoung,1985-08-30,1955-03-22
461410,Guoxiang,Brizzi,1985-10-12,1955-12-13
461417,Jianhui,Cromarty,1988-11-18,1955-11-19
461421,Reinhold,Baig,1988-12-12,1954-06-30
461422,Tesuro,Schach,1985-12-12,1955-06-01
461452,Oksana,Tiemann,1985-02-09,1953-10-05
461472,Barry,Kawashimo,1987-05-09,1953-01-06
461474,King,Hammerschmidt,1988-06-14,1955-03-15
461480,Guttorm,Trystram,1985-12-29,1952-07-24
461485,Vivian,Angot,1987-04-23,1955-08-12
461488,Miomir,Przulj,1985-10-10,1952-03-28
461531,Kenton,Speek,1988-01-25,1953-02-18
461535,Apostol,Suwa,1988-05-18,1955-05-13
461545,Mooi,Highland,1985-02-17,1955-08-04
461550,Kagan,Angot,1986-03-15,1955-06-09
461556,Gina,Shokrollahi,1986-01-10,1952-06-04
461562,Shimshon,Ducloy,1987-11-02,1952-05-06
461566,Tamiya,Sessa,1985-04-01,1955-08-15
461573,Sachar,Zedlitz,1986-07-13,1952-03-27
461582,Golgen,Mapelli,1988-08-27,1954-08-04
461605,Tesuya,Garnham,1988-09-03,1952-07-01
461608,Matk,Brendel,1987-08-01,1955-11-25
461615,Flemming,Borovoy,1985-03-30,1953-07-16
461625,Margareta,Bael,1986-04-28,1955-09-30
461628,Macha,Lanphier,1985-12-09,1952-12-26
461638,Gad,Hettesheimer,1986-03-03,1953-07-27
461640,Krassimir,Auyong,1988-10-26,1955-06-21
461654,Douadi,Kropp,1988-12-31,1954-10-26
461670,Arun,Fujisaki,1986-03-14,1952-08-09
461672,Adib,Cardazo,1987-09-18,1954-08-16
461688,Masami,Zwicker,1985-05-20,1953-09-20
461691,Gadiel,Lichtman,1988-08-29,1954-10-04
461693,Fusako,Cappello,1987-09-05,1952-10-14
461694,Arup,Dratva,1986-01-16,1954-03-13
461703,Toshimi,Raczkowsky,1988-11-04,1953-03-28
461704,Akhilish,Bultermann,1987-04-30,1953-10-15
461711,Evgueni,Dulay,1985-04-17,1955-11-11
461718,Florina,Gruenwald,1987-11-25,1955-03-19
461721,Dinah,Schiper,1988-01-29,1953-10-06
461749,Kwok,Kinley,1988-09-12,1952-03-02
461751,Billie,Terlouw,1987-06-14,1953-02-02
461757,Hailing,Isaac,1985-04-02,1952-07-10
461758,Niclas,Weiland,1988-12-23,1954-03-22
461762,Yechiam,Speer,1988-10-20,1955-12-04
461763,Arunachalam,Marsiglia,1985-03-04,1954-04-29
461768,Geoffry,Breugel,1985-08-20,1953-07-28
461769,Bodo,Birge,1988-12-06,1952-10-07
461776,Bernt,Improta,1987-04-12,1954-05-15
461778,Chanjung,Vasanthakumar,1988-11-06,1955-03-20
461789,Kousuke,Gide,1988-07-27,1954-06-21
461803,Charmane,Radwan,1986-01-14,1955-02-22
461807,Shan,Rossi,1985-05-16,1954-03-05
461808,Malu,Radivojevic,1988-08-21,1952-06-29
461812,Kristine,Kaiser,1985-02-28,1955-06-13
461818,Serap,Rosen,1985-10-28,1954-12-26
461820,Lansing,Prenel,1987-12-15,1952-11-05
461833,Shuho,Rosar,1986-04-27,1952-03-20
461835,Serenella,Pell,1987-07-30,1953-01-23
461848,Randi,Lemarechal,1987-09-20,1954-06-10
461860,Chaosheng,Syrotiuk,1986-04-08,1953-04-13
461861,Aron,Marsiglia,1988-03-07,1953-07-02
461866,Zhiwei,Narahari,1985-04-08,1955-12-07
461876,Golgen,Hebden,1987-12-11,1953-10-10
461877,Kousuke,Pepe,1986-01-21,1952-08-14
461882,Jamaludin,Schauser,1986-11-27,1953-12-09
461885,Sreenivas,Gluchowski,1985-12-26,1954-10-22
461886,Vojin,Bashian,1987-01-30,1952-02-27
461889,Godehard,Mandelberg,1988-04-14,1953-02-13
461891,Ranan,Stranks,1986-07-25,1955-12-21
461898,Alassane,Narahari,1986-08-22,1952-06-08
461903,Hironoby,Puppe,1988-01-10,1952-03-29
461907,Van,Negoita,1987-11-29,1954-05-01
461909,Jagoda,Porotnikoff,1987-07-16,1955-08-03
461912,Ugo,Kowalchuk,1985-12-15,1952-02-05
461915,Alejandro,Sambasivam,1987-12-10,1952-02-19
461928,Gopalakrishnan,Wolniewicz,1987-09-09,1953-08-05
461936,Akeno,Nishimukai,1987-03-15,1952-04-10
461949,Duro,Laurillard,1986-08-23,1954-06-30
461950,Hidefumi,Streng,1985-07-29,1952-04-21
461956,Hitomi,Zuberek,1985-03-25,1954-07-12
461957,Harjit,Biran,1986-05-29,1953-05-20
461958,Mohit,Slobodova,1987-05-18,1954-04-08
461960,Remko,Ramsay,1985-07-13,1952-09-24
461962,Shugo,Raoux,1986-03-29,1952-02-24
461964,Ennio,Lund,1987-02-03,1954-07-06
461976,Berry,Papadias,1985-02-16,1953-09-20
461979,Fayez,Mandelberg,1986-03-02,1953-04-26
461990,Jacopo,Norsworthy,1987-05-05,1952-05-07
461997,Fumitake,Hempstead,1985-06-23,1953-03-15
462004,Ymte,Snyers,1986-09-22,1954-04-04
462006,Bedir,Gyimothy,1987-06-11,1952-04-29
462016,Taiji,Danner,1988-07-12,1952-09-13
462017,Cheong,Cronau,1986-04-24,1952-09-19
462028,Rasiah,Angot,1986-02-08,1955-10-27
462034,Geoffry,Lund,1985-07-13,1952-05-11
462035,Mohammed,Egerstedt,1988-11-13,1953-09-09
462036,Bojan,Hasenauer,1987-04-18,1955-08-01
462038,Gianluca,Angot,1988-09-23,1953-12-14
462044,Ziya,Salverda,1987-07-20,1952-12-25
462049,Sachar,Antonisse,1988-08-15,1954-01-17
462051,Jayesh,Stemann,1986-01-05,1953-07-18
462059,Naftaly,Zockler,1986-06-15,1954-01-25
462062,Francoise,Einsfeld,1988-10-27,1952-12-09
462070,Mahmut,Marsiglia,1988-10-08,1955-04-14
462073,Alassane,Plump,1986-10-08,1953-09-07
462076,Katsuyuki,Guting,1988-02-05,1954-04-24
462080,Guther,Larfeldt,1987-11-04,1954-04-15
462085,Marco,Gulla,1986-12-14,1952-12-01
462086,Fayez,Bressoud,1987-08-14,1952-11-21
462091,Patricia,Stemann,1987-04-27,1955-06-06
462097,Mircea,Keohane,1985-02-20,1954-12-04
462109,Danil,Yeung,1985-04-12,1954-08-10
462111,Udo,Sudbeck,1985-08-05,1954-11-08
462116,Mahmut,Ramras,1986-09-22,1955-03-27
462119,Dmitri,Masamoto,1987-10-30,1954-10-10
462128,Divine,Angelopoulos,1985-10-11,1953-06-19
462132,Phule,Gronowski,1988-07-21,1952-11-17
462140,Josyula,Chleq,1988-04-29,1955-08-27
462144,Koldo,Nooteboom,1987-09-28,1952-09-01
462145,Gurbir,Thimonier,1987-07-21,1954-06-02
462151,Akeel,Templeman,1985-02-19,1953-06-10
462157,Mabhin,Emmart,1986-08-07,1953-02-04
462186,Mikhail,Fontet,1986-02-02,1952-07-11
462190,Kazuhira,Erdi,1986-03-11,1952-02-16
462193,Baocai,Facello,1985-11-04,1955-02-22
462197,Yakkov,Thiran,1988-03-01,1955-05-07
462206,Sumant,Antonakopoulos,1988-10-21,1952-08-27
462208,Stafford,Hopewell,1987-03-27,1955-08-29
462230,Torsten,Ballarin,1988-05-27,1955-11-20
462231,Anneke,Albarhamtoshy,1988-04-09,1955-01-06
462237,Achilleas,Mundy,1988-12-09,1952-03-06
462246,Kenton,Cooley,1988-05-13,1952-04-13
462248,Manton,Vrecion,1988-01-31,1955-07-11
462259,Tomoyuki,Huttel,1988-07-13,1955-06-29
462264,Kirk,Baar,1986-09-17,1954-05-17
462271,Feiyu,Redmiles,1986-10-28,1953-04-25
462282,Adly,Morton,1985-07-31,1954-02-20
462284,Samphel,Farrow,1988-04-27,1954-07-11
462286,Pintsang,Anger,1988-05-20,1954-09-22
462289,Kenroku,Adachi,1986-06-18,1952-05-11
462330,Krassimir,Shanbhogue,1985-06-09,1954-03-09
462331,Sushant,Binkley,1986-07-13,1954-01-17
462332,Yechezkel,Jenevein,1987-07-14,1954-01-18
462345,Taisook,Pileggi,1987-11-11,1952-09-06
462351,Ohad,Jullig,1985-07-17,1954-12-28
462355,Shahar,Besselaar,1985-09-16,1953-07-07
462368,Bodo,Tsukune,1987-07-19,1952-02-07
462371,Karlis,Schlegelmilch,1987-11-02,1952-11-19
462372,Shaibal,Giaccio,1987-09-28,1954-11-24
462386,Parviz,Rullman,1985-02-16,1952-07-20
462387,Bezalel,Rossi,1987-05-01,1955-11-07
462390,Leah,Yavatkar,1986-01-16,1953-02-22
462403,Kensei,Segond,1988-12-18,1954-09-02
462407,Sastry,Motley,1988-12-10,1954-05-11
462409,Gou,Asser,1985-07-16,1952-04-24
462419,Chinho,Peris,1987-12-03,1952-04-15
462438,Lena,Luft,1988-02-25,1954-09-08
462443,Miomir,Ranka,1986-10-14,1954-08-09
462470,Satyanarayana,Worfolk,1986-06-15,1955-12-15
462473,Honesty,Butterworth,1987-09-08,1955-03-31
462484,Ronghao,Masamoto,1986-07-05,1954-11-12
462485,Yakichi,Reutenauer,1988-09-04,1953-12-16
462506,Achilleas,Bugaenko,1986-10-11,1954-01-04
462510,Kshitij,Barvinok,1988-02-08,1955-03-24
462512,Youjian,Leuchs,1987-10-07,1954-01-03
462518,Ishfaq,Stavenow,1986-05-23,1955-03-24
462530,Moto,Siepmann,1988-11-01,1955-02-15
462539,Shin,Mikschl,1988-02-09,1952-03-23
462549,Gretta,Bakhtari,1987-06-13,1954-07-04
462552,Hironobu,Michaels,1986-02-18,1953-09-05
462557,Lobel,Androutsos,1986-08-17,1955-06-02
462559,Adas,Swift,1986-04-26,1953-08-30
462561,Vishwani,Azulay,1988-11-23,1955-11-16
462563,Toshimori,Weedon,1987-08-15,1954-07-27
462581,Anneke,Szmurlo,1988-12-11,1953-07-30
462590,DeForest,Zucker,1986-05-28,1952-02-14
462595,Mohamadou,Pramanik,1985-03-06,1954-03-22
462607,Arif,Qiwen,1987-07-19,1953-01-08
462618,Mingdong,Munoz,1987-09-14,1955-12-14
462648,Fatemeh,Sridhar,1986-06-24,1955-10-06
462659,Boguslaw,Erni,1985-10-07,1953-02-15
462668,Bedrich,Jenevein,1988-07-31,1954-09-17
462685,Temple,Candan,1985-07-24,1952-08-30
462690,Shaunak,Hettesheimer,1988-05-09,1954-01-12
462698,Tzvetan,Blokdijk,1986-12-18,1952-03-04
462703,Jaber,Terkki,1988-04-25,1955-07-06
462705,Mohit,Norsworthy,1987-11-05,1954-03-18
462706,Caolyn,VanScheik,1986-04-11,1953-05-29
462734,Shridhar,Jansch,1987-01-02,1955-07-07
462737,Yuguang,Szemeredi,1988-10-13,1952-11-24
462742,Jayson,Kruskal,1987-11-03,1954-06-19
462748,Duke,Rosar,1988-10-16,1954-07-05
462749,Yunming,Ramsay,1987-04-06,1952-07-04
462759,Bodo,Kaiserswerth,1988-02-14,1952-07-01
462760,Chenye,Baja,1987-04-21,1953-07-28
462763,Xiahua,Collette,1987-11-15,1954-01-20
462765,Yurii,Rohrbach,1986-06-27,1952-11-17
462767,Uri,Ranai,1985-06-20,1954-09-19
462769,Tse,Coors,1986-08-15,1953-08-20
462776,Mostafa,Dechter,1986-03-26,1953-11-16
462783,Kazuhiko,Kalloufi,1988-09-13,1954-06-24
462790,Fumiyo,Chandrasekhar,1987-06-10,1955-01-27
462792,Shim,Merkl,1987-10-07,1954-10-02
462800,Sariel,Auria,1986-02-05,1953-06-08
462809,Mana,Brlek,1987-09-14,1954-11-26
462814,Anneli,Linnainmaa,1986-01-17,1954-02-24
462819,Dmitry,Zwicker,1986-04-18,1954-03-28
462829,Moss,Range,1988-09-29,1952-09-04
462831,Heather,Wolniewicz,1988-10-01,1954-10-09
462844,Khatoun,Gini,1987-12-31,1952-02-13
462849,Tadahiro,Pintelas,1986-05-02,1953-09-10
462857,Kwangsub,Hoogerwoord,1987-10-31,1953-06-03
462859,Xinglin,Gire,1987-05-25,1954-10-26
462863,Jamaludin,Cullers,1985-06-06,1955-08-06
462865,Kensei,Schaad,1986-08-13,1954-07-08
462866,Babette,Ritcey,1985-03-19,1954-09-05
462872,Shahaf,Zirintsis,1987-12-20,1955-08-18
462875,Francoise,Picaronny,1988-03-26,1954-05-07
462890,Jinya,Peak,1986-03-22,1955-06-09
462892,Mohit,Clemencon,1988-04-22,1954-03-09
462911,Shay,Kusakabe,1987-03-03,1953-08-14
462919,Taizo,Atrawala,1985-10-24,1953-01-19
462924,Sanjay,Veevers,1988-10-13,1955-03-03
462925,Dharmaraja,Comyn,1988-04-24,1952-02-11
462932,Jaber,Loncour,1987-08-11,1953-09-02
462933,Randy,Hemaspaandra,1987-05-13,1953-09-18
462955,Eben,Kusakabe,1985-06-02,1954-05-01
462957,Tesuro,Poehlman,1987-04-07,1954-11-03
462969,Chrisa,Schneeberger,1987-03-27,1955-11-12
462982,Kankanahalli,Mundy,1988-05-09,1953-06-30
462987,Nevio,Shrader,1985-04-01,1954-03-22
462994,Horward,Haldar,1987-05-24,1955-02-24
462999,Venkatesan,Gonthier,1986-03-27,1952-06-05
463010,Abdelwaheb,Prochazka,1987-03-05,1953-08-28
463019,Jovan,Figueira,1988-04-04,1955-11-07
463027,Peer,Pews,1985-02-03,1954-07-23
463029,Huiqun,Cmelik,1986-08-02,1954-04-13
463030,Kazuhito,Oppitz,1986-12-08,1955-12-27
463031,Uno,Hinsberger,1986-01-16,1954-01-15
463041,Navid,Litecky,1985-03-19,1953-11-19
463042,Billie,Peron,1988-12-21,1954-06-10
463067,Oddvar,Gyorkos,1987-06-03,1954-09-30
463075,Eben,Kisuki,1987-02-08,1953-07-09
463076,Mechthild,Swen,1985-02-18,1954-07-25
463078,Shirish,Mateescu,1988-12-30,1953-01-23
463081,Leen,Chaudhury,1988-09-16,1952-03-12
463092,Arnould,Peres,1987-05-19,1952-03-29
463093,Evgueni,Frolund,1988-06-16,1952-02-22
463098,Howell,Merlo,1988-07-16,1953-09-20
463131,Cathie,Bolsens,1988-11-17,1952-05-18
463141,Marsha,Masaki,1986-04-07,1952-05-19
463147,Georgy,Terwilliger,1985-03-20,1954-12-24
463149,Valeska,Kamber,1987-08-22,1953-07-07
463152,Premsyl,Schiper,1985-04-12,1954-01-14
463155,Aemilian,Sabnani,1985-04-26,1954-09-23
463156,Vojin,Miake,1987-02-15,1953-04-14
463161,Subhash,Milicia,1985-07-14,1955-04-22
463185,Yahiko,Rosay,1988-03-07,1953-02-10
463187,Sachin,Penn,1986-10-02,1952-12-14
463214,Toshimo,Acton,1987-06-24,1955-12-12
463240,Temple,Alpin,1986-08-31,1952-04-09
463250,Arup,Ranta,1985-12-30,1953-01-09
463252,Demin,Krzyzanowski,1985-06-21,1954-09-25
463256,Mabhin,Demos,1985-12-20,1953-01-21
463260,Masako,Muntz,1985-12-26,1955-07-08
463286,Kwangho,Avouris,1986-08-19,1952-05-26
463295,Kersti,Caine,1986-02-20,1955-06-24
463310,Yoshimitsu,Melichar,1986-01-22,1952-02-22
463311,Fuqing,Scharstein,1986-03-31,1953-06-18
463312,Keung,Godskesen,1988-10-31,1954-01-19
463316,Seongbae,Iwayama,1988-09-04,1954-12-21
463317,Marco,Baar,1987-12-11,1955-08-10
463327,Udo,Keirsey,1986-07-04,1954-05-07
463330,Minghong,Oxenboll,1987-07-23,1952-11-26
463334,Tran,Peak,1985-09-13,1955-10-27
463340,Danae,Buchter,1987-11-13,1953-07-04
463351,Achilleas,Schaar,1987-04-30,1952-04-16
463357,Shaz,Zedlitz,1986-07-12,1953-03-04
463360,Ung,Benantar,1985-08-24,1953-10-25
463368,Kotesh,Irland,1986-04-11,1955-03-12
463370,Khue,Eiter,1986-01-23,1954-07-23
463377,Greger,Ranai,1987-10-30,1955-04-10
463388,Udaiprakash,Wrigley,1986-05-04,1952-05-31
463392,Masoud,Vandervoorde,1987-07-22,1955-01-31
463393,Bilhanan,Takkinen,1986-05-21,1952-08-23
463397,Gay,Kenevan,1985-12-14,1952-03-25
463401,Chrisa,Boyle,1985-11-20,1953-09-29
463413,Kristinn,Lorys,1985-09-30,1954-03-10
463426,Tetsurou,DuCasse,1986-04-09,1954-11-19
463431,Lalit,Samarati,1988-05-12,1953-10-08
463444,Patricia,Zambonelli,1987-12-01,1955-12-28
463449,Aemilian,Varman,1988-10-06,1955-12-29
463451,Subhash,Kuhnemann,1986-08-05,1953-04-18
463459,Mohammed,Farrag,1986-11-21,1953-11-02
463463,Katsuyuki,Klerer,1985-09-16,1955-05-29
463464,Conor,Adachi,1987-11-24,1954-04-21
463491,Jouko,Dichev,1986-02-05,1953-10-05
463500,Lorien,Terkki,1987-05-07,1952-06-07
463506,Kazuhiko,Furudate,1986-02-20,1952-12-09
463519,Navid,Munch,1988-03-19,1952-06-19
463524,Koldo,Papadias,1987-09-03,1953-11-14
463529,Inderjeet,Kusakabe,1985-02-15,1952-08-21
463535,Arch,Uhrik,1987-05-27,1954-04-03
463537,Sashi,Kulisch,1988-03-18,1953-10-16
463544,Dietrich,Gornas,1988-04-20,1954-01-06
463548,Chinho,Huhdanpaa,1986-02-23,1952-11-16
463549,Rutger,Ghazalie,1988-06-03,1953-03-23
463551,Luerbio,Ramaiah,1985-02-24,1952-08-22
463552,Boaz,Brodie,1986-03-12,1953-02-19
463554,Kristina,Kranzdorf,1986-12-24,1953-11-13
463556,Monique,Emmart,1987-06-23,1954-01-07
463608,Golgen,Vernadat,1986-01-20,1954-11-24
463615,Sariel,Quittner,1985-06-09,1954-05-09
463621,Lidong,Kobara,1986-11-24,1955-07-02
463630,Lokesh,Poujol,1986-01-24,1954-08-08
463634,Randi,Gihr,1987-04-27,1953-12-14
463649,Leaf,Picaronny,1988-09-24,1953-01-26
463658,Weiyi,Kroha,1985-06-26,1955-08-08
463659,Gretta,Driscoll,1985-11-08,1955-03-13
463660,Bedir,Ratnakar,1986-02-22,1953-02-27
463661,Minghong,Janocha,1988-11-08,1954-10-13
463665,Berthier,Hutter,1985-02-20,1954-08-13
463672,Jixiang,Kobara,1986-02-15,1952-05-01
463679,Constantijn,Thimonier,1988-04-07,1955-07-23
463680,Giri,Papadias,1987-09-08,1953-11-12
463681,Gian,Kalefeld,1988-11-06,1954-12-05
463686,Uri,Wiegley,1986-11-07,1953-06-29
463696,Sigeru,Babu,1988-01-21,1953-10-15
463699,Roded,Bardell,1987-04-20,1954-06-10
463700,Giao,Maraist,1985-09-03,1955-07-28
463701,Zvonko,Nourani,1987-07-09,1955-07-27
463717,Mari,Pell,1985-11-21,1953-02-14
463725,Wonhee,Zumaque,1986-06-24,1952-08-14
463731,Weidon,Erev,1986-10-19,1954-02-27
463736,Howell,Smeets,1985-07-14,1955-10-10
463738,Hairong,Pellegrinelli,1987-12-15,1955-02-25
463746,Berhard,Reistad,1987-01-18,1955-06-04
463748,Francesca,Yeung,1985-10-30,1952-06-23
463751,Toshimi,Sommer,1985-04-02,1953-05-04
463760,Charmane,Carrera,1987-10-25,1952-06-26
463768,Mihalis,Pillow,1986-12-08,1955-05-19
463777,Gor,Rosca,1987-11-07,1953-05-20
463781,Val,Heystek,1985-12-13,1952-08-25
463782,Teiji,Braccini,1986-05-16,1954-07-13
463785,Marlo,Felder,1985-05-11,1953-02-03
463793,Jongsuk,Takanami,1986-08-19,1952-03-27
463796,Sariel,Heijenga,1986-03-06,1952-02-11
463804,Ymte,Potthoff,1988-02-01,1955-11-08
